student_id,quiz_score,time_spent,retry_attempts,videos_watched,articles_read,quizzes_attempted,interactive_exercises,subject,past_quiz_scores,study_hours_per_week,days_since_last_revision,mistakes_made,study_time_preference,study_consistency,Revision_Urgency
210,92,39,0,1,3,7,2,English,"[41, 71, 47, 61, 45]",27,7.0,14.0,Morning,1.0,Immediate Revision Needed
105,79,30,3,7,6,5,6,Programming,"[88, 51, 92, 50, 44]",31,6.080453774543674,3.092791849321724,Evening,2.016203912453528,Immediate Revision Needed
193,78,39,4,11,0,8,5,English,"[86, 81, 40, 68, 89]",30,22.146010018132905,13.28099627774291,Evening,9.156948418516189,Immediate Revision Needed
163,40,54,1,13,4,9,4,Math,"[82, 93, 63, 43, 67]",30,22.580136680725428,11.008459639486398,Evening,8.794209941468432,Immediate Revision Needed
367,72,40,1,1,6,7,3,Programming,"[85, 79, 95, 98, 67]",17,28.189030705134883,3.765501248023356,Morning,6.879980748510432,Immediate Revision Needed
71,99,38,4,14,2,6,3,Science,"[62, 97, 89, 69, 76]",20,9.0,5.0,Evening,2.0,Immediate Revision Needed
44,86,34,0,8,5,5,6,English,"[57, 84, 91, 68, 59]",22,13.201891837380112,1.179198422588977,Afternoon,8.871071029801843,Moderate Revision Needed
108,84,25,0,11,5,7,5,Programming,"[93, 95, 98, 72, 89]",5,3.0,11.0,Evening,4.0,Immediate Revision Needed
494,65,31,0,7,9,9,2,Programming,"[67, 71, 40, 86, 67]",23,21.0,8.0,Morning,5.0,Immediate Revision Needed
91,65,41,0,12,8,3,3,History,"[43, 57, 88, 58, 82]",27,17.417803412016074,9.92933687860759,Evening,7.790085287719787,Moderate Revision Needed
242,83,25,4,8,6,8,2,Science,"[63, 59, 97, 76, 59]",20,28.628180543434816,8.662548723416315,Afternoon,6.098202807531798,Immediate Revision Needed
293,44,40,1,5,5,8,2,Programming,"[85, 50, 73, 89, 46]",8,27.0,0.0,Afternoon,4.0,Immediate Revision Needed
290,56,29,0,7,1,7,5,Math,"[92, 69, 85, 59, 99]",15,6.0,13.0,Morning,1.0,Immediate Revision Needed
153,94,14,4,12,4,5,2,Programming,"[94, 95, 66, 85, 47]",17,13.302988596607754,7.120838406878405,Afternoon,3.925182572470036,Moderate Revision Needed
40,67,10,3,0,8,6,1,Programming,"[90, 40, 71, 64, 68]",28,18.0,4.0,Evening,4.0,Moderate Revision Needed
90,57,55,3,6,2,7,4,History,"[65, 54, 75, 71, 71]",23,24.50742812283502,1.2875543280457098,Afternoon,9.080656154616436,Immediate Revision Needed
308,42,54,2,7,9,9,0,Science,"[94, 70, 70, 81, 96]",13,5.0,7.0,Afternoon,9.0,Moderate Revision Needed
180,81,49,1,13,4,2,5,Programming,"[61, 48, 68, 86, 76]",28,14.237141874922152,11.832965836085323,Evening,0.981424709616654,Immediate Revision Needed
67,41,57,3,9,9,6,5,History,"[79, 46, 78, 77, 60]",35,5.0,6.0,Afternoon,1.0,Immediate Revision Needed
276,58,6,3,8,4,5,2,Science,"[72, 94, 98, 82, 54]",31,2.0,6.0,Evening,6.0,Moderate Revision Needed
68,59,5,1,8,6,1,1,Programming,"[59, 42, 90, 61, 86]",18,10.0,9.0,Afternoon,3.0,Immediate Revision Needed
319,46,53,2,10,2,3,5,Science,"[71, 79, 52, 84, 56]",7,4.0,1.0,Evening,2.0,Immediate Revision Needed
49,96,56,1,13,1,3,1,English,"[40, 56, 61, 73, 95]",26,28.974054561835487,6.060702641266934,Morning,3.999346542248273,Immediate Revision Needed
499,52,37,2,12,3,6,6,Science,"[66, 88, 93, 41, 88]",38,29.629271733575564,10.062568948242507,Morning,2.9081726101886733,Immediate Revision Needed
215,83,24,1,10,3,6,3,Math,"[81, 68, 42, 58, 42]",22,6.047222929849588,9.05332992602045,Afternoon,7.019634680597817,Moderate Revision Needed
254,97,9,2,0,4,3,6,English,"[74, 91, 50, 98, 60]",16,15.58306425828903,12.358388578967409,Afternoon,8.981414996144157,Immediate Revision Needed
328,50,49,0,0,1,8,3,Science,"[53, 71, 74, 49, 42]",17,5.0,1.0,Afternoon,2.0,Immediate Revision Needed
383,57,17,2,13,6,9,5,Programming,"[59, 88, 91, 61, 60]",12,24.0,7.0,Evening,2.0,Immediate Revision Needed
452,92,5,0,3,7,9,3,Science,"[53, 74, 91, 87, 73]",10,22.0,13.0,Evening,6.0,Immediate Revision Needed
23,63,26,0,6,1,4,3,English,"[96, 51, 50, 76, 64]",14,8.140465194839345,13.370763891740824,Afternoon,2.0255820972001577,Immediate Revision Needed
219,97,17,2,14,2,8,0,Math,"[69, 82, 41, 88, 48]",31,9.0,9.0,Morning,6.0,Moderate Revision Needed
288,95,21,0,10,8,3,3,Programming,"[76, 81, 56, 86, 70]",37,29.825306095204905,10.069358164677874,Afternoon,1.1691475703022651,Immediate Revision Needed
437,83,57,2,1,2,2,6,Math,"[71, 48, 76, 49, 59]",36,8.0,7.0,Morning,2.0,Immediate Revision Needed
265,98,48,1,3,9,5,3,History,"[44, 90, 60, 51, 89]",12,14.782353694139758,6.478705492384096,Afternoon,2.1440553907704705,Immediate Revision Needed
89,68,20,1,10,9,2,2,History,"[84, 94, 40, 56, 42]",32,23.0,14.0,Afternoon,1.0,Immediate Revision Needed
64,48,27,0,11,9,9,0,Math,"[91, 62, 84, 44, 70]",8,24.0,4.0,Afternoon,1.0,Immediate Revision Needed
327,40,36,0,11,7,4,2,Programming,"[47, 94, 47, 96, 45]",16,4.782517557641087,6.682414504232759,Morning,5.071521543891682,Moderate Revision Needed
217,69,29,2,3,0,6,3,Programming,"[43, 98, 99, 91, 50]",14,11.565156915876674,9.158112343061612,Evening,1.8090078864951604,Immediate Revision Needed
352,76,20,4,9,3,8,3,History,"[82, 79, 81, 90, 50]",5,1.0,3.0,Afternoon,5.0,Moderate Revision Needed
437,83,57,2,1,2,2,6,Math,"[71, 48, 76, 49, 59]",36,8.479152492481607,6.7120373774512165,Morning,2.100168912922214,Immediate Revision Needed
257,78,33,3,2,0,5,2,English,"[70, 53, 63, 89, 88]",30,27.0,0.0,Evening,3.0,Immediate Revision Needed
136,74,36,1,2,9,6,3,Science,"[58, 40, 49, 75, 48]",24,19.592142651978143,7.863972911316194,Morning,6.054817480315012,Moderate Revision Needed
145,67,55,2,2,9,5,1,English,"[78, 88, 92, 62, 86]",32,18.477289246105016,8.100442721381581,Morning,3.1324214953877982,Immediate Revision Needed
55,48,23,1,0,0,9,3,Math,"[43, 62, 81, 59, 54]",36,9.063786227093992,9.750478755899207,Evening,4.8040827390157865,Moderate Revision Needed
460,62,43,2,2,5,8,1,History,"[81, 51, 99, 52, 43]",24,0.7504257285590741,12.99790335524503,Afternoon,5.028874919230627,Immediate Revision Needed
169,40,33,0,0,6,1,6,Programming,"[58, 74, 43, 44, 40]",32,14.0,0.0,Evening,8.0,Moderate Revision Needed
418,93,37,1,11,2,9,6,Programming,"[74, 56, 74, 58, 59]",39,17.811956438833512,0.8923141082698144,Afternoon,5.926289146394733,Moderate Revision Needed
29,60,58,2,11,1,5,1,Programming,"[81, 47, 69, 71, 75]",28,16.42313434414371,11.741196528106135,Evening,6.136539748785578,Immediate Revision Needed
324,78,10,0,7,2,5,4,Math,"[77, 95, 67, 92, 69]",19,17.34423106959889,2.1324303646711447,Evening,7.135784338628645,Moderate Revision Needed
486,48,42,2,0,3,6,2,English,"[74, 96, 60, 70, 58]",33,20.89648202298154,1.8028233813416608,Evening,2.003139455008564,Immediate Revision Needed
317,59,17,2,1,5,9,2,Science,"[96, 74, 87, 57, 55]",11,23.674252414684823,13.007687176996372,Morning,7.252541875835549,Immediate Revision Needed
87,43,16,0,7,9,2,4,Science,"[45, 59, 91, 92, 42]",39,19.0,2.0,Morning,5.0,Moderate Revision Needed
433,43,7,1,10,2,9,4,Science,"[82, 84, 62, 44, 69]",10,20.0,14.0,Evening,5.0,Immediate Revision Needed
185,78,25,3,13,3,1,3,English,"[93, 72, 69, 56, 82]",15,22.0,1.0,Morning,9.0,Immediate Revision Needed
479,66,41,2,9,6,2,3,History,"[58, 77, 45, 91, 86]",39,11.891794949484687,9.024545604503572,Evening,3.9091255942889656,Moderate Revision Needed
35,64,48,2,2,8,4,0,Programming,"[81, 99, 79, 41, 94]",33,5.438194795151034,8.3898466686654,Afternoon,2.2868011807179727,Immediate Revision Needed
295,73,35,0,10,5,1,2,Programming,"[89, 77, 63, 49, 71]",33,2.0,9.0,Morning,3.0,Immediate Revision Needed
393,43,9,4,4,9,3,3,Math,"[92, 94, 76, 95, 98]",22,17.293444836781227,11.069348319220689,Afternoon,5.049771935519669,Immediate Revision Needed
426,67,10,1,12,2,7,5,Programming,"[84, 41, 70, 42, 93]",12,15.0,5.0,Morning,1.0,Immediate Revision Needed
214,83,53,0,3,4,5,5,History,"[93, 54, 59, 68, 98]",21,16.184033364396488,1.9896890735050008,Afternoon,7.958430882392099,Moderate Revision Needed
261,76,51,4,12,9,1,1,Science,"[43, 68, 58, 82, 41]",27,23.0,5.0,Evening,5.0,Immediate Revision Needed
238,76,39,4,5,1,6,5,History,"[71, 67, 60, 97, 85]",18,3.0,2.0,Evening,9.0,Low Urgency
60,99,30,0,7,1,3,3,English,"[40, 42, 86, 63, 66]",27,29.25027835868358,12.112593777350524,Morning,8.92071023211475,Immediate Revision Needed
84,45,33,4,6,3,9,3,English,"[45, 40, 86, 62, 97]",19,29.248162287182573,7.8438545517964675,Afternoon,7.058451478247981,Immediate Revision Needed
446,80,50,1,6,3,8,6,Programming,"[98, 80, 48, 62, 49]",31,22.0,7.0,Morning,7.0,Immediate Revision Needed
368,63,30,1,12,6,1,5,History,"[40, 81, 57, 87, 79]",18,10.5235653989475,7.878917082438633,Evening,7.087745392190916,Moderate Revision Needed
301,72,14,0,11,0,3,3,Math,"[75, 52, 71, 75, 76]",25,29.57529439343836,13.2127559308734,Afternoon,2.8336485013471497,Immediate Revision Needed
100,47,50,4,9,6,9,5,Science,"[83, 62, 41, 95, 61]",29,25.211626524637285,8.74085488793101,Morning,3.936077078156521,Immediate Revision Needed
350,51,58,0,14,2,4,2,History,"[72, 84, 53, 96, 96]",26,27.6799192986338,1.6774589043292327,Morning,3.9783738392908905,Immediate Revision Needed
266,88,21,2,13,7,8,4,English,"[43, 93, 88, 81, 59]",28,13.0,11.0,Morning,9.0,Immediate Revision Needed
496,89,38,3,13,6,2,0,English,"[63, 43, 83, 58, 65]",38,15.79596044260776,5.719999659697041,Evening,3.2170092657390263,Immediate Revision Needed
30,72,47,2,2,1,2,3,Programming,"[86, 69, 40, 82, 78]",31,16.259941087161376,0.0,Afternoon,3.0842979046268177,Immediate Revision Needed
56,78,21,0,6,3,5,1,English,"[89, 91, 84, 68, 47]",37,21.0,9.0,Afternoon,8.0,Immediate Revision Needed
121,54,35,3,7,6,7,2,English,"[99, 63, 49, 77, 61]",5,24.0,13.0,Morning,6.0,Immediate Revision Needed
216,59,52,4,7,9,8,5,English,"[93, 53, 79, 98, 94]",14,7.0,3.0,Afternoon,5.0,Moderate Revision Needed
26,77,46,3,1,0,2,2,Math,"[83, 90, 68, 98, 73]",24,9.0,1.0,Morning,3.0,Immediate Revision Needed
73,83,58,2,6,8,3,3,History,"[96, 87, 98, 86, 93]",27,7.0,13.0,Evening,4.0,Immediate Revision Needed
45,90,51,4,6,3,4,3,English,"[92, 66, 57, 43, 40]",28,4.0,5.0,Afternoon,3.0,Immediate Revision Needed
248,71,49,4,10,1,9,3,Math,"[68, 46, 79, 52, 77]",8,23.0,5.0,Afternoon,8.0,Immediate Revision Needed
222,64,40,3,2,4,9,2,History,"[48, 97, 97, 76, 87]",38,9.52469909883737,10.967202286244277,Evening,7.926054806805411,Immediate Revision Needed
282,45,12,0,8,8,6,4,Science,"[82, 61, 59, 47, 68]",19,2.0,14.0,Evening,6.0,Immediate Revision Needed
394,72,51,1,12,8,5,1,English,"[84, 77, 68, 44, 48]",6,15.850381967918391,5.908550663903086,Afternoon,0.99329436663649,Immediate Revision Needed
415,77,31,4,13,1,6,3,English,"[57, 43, 56, 96, 53]",30,14.590283597948329,4.996428544613275,Afternoon,2.846680587565273,Immediate Revision Needed
311,98,32,1,12,2,6,6,Programming,"[57, 90, 51, 79, 56]",9,26.80989334563941,8.00446444920249,Morning,2.875782750852646,Immediate Revision Needed
245,98,27,3,9,9,9,6,History,"[74, 54, 44, 99, 95]",8,28.0,3.0,Morning,7.0,Immediate Revision Needed
323,79,57,2,5,8,3,4,Math,"[64, 52, 71, 98, 77]",33,5.049502590002531,12.923384637343416,Evening,2.976434640772103,Immediate Revision Needed
322,72,42,2,0,1,8,6,English,"[93, 43, 99, 78, 47]",32,2.0,10.0,Evening,7.0,Moderate Revision Needed
144,80,37,3,1,6,2,2,Programming,"[81, 89, 59, 84, 79]",26,6.936170675422679,9.37135287697216,Evening,5.978519828532372,Moderate Revision Needed
159,79,35,0,11,6,4,3,Math,"[77, 97, 79, 75, 89]",19,25.0,4.0,Morning,7.0,Immediate Revision Needed
478,41,19,0,0,1,8,1,English,"[86, 75, 48, 78, 90]",28,24.483792279548357,13.32126572529183,Afternoon,4.82849131460838,Immediate Revision Needed
430,99,35,2,14,8,6,0,Programming,"[81, 96, 55, 74, 69]",25,24.0,10.0,Afternoon,2.0,Immediate Revision Needed
442,92,21,4,0,0,1,5,History,"[74, 61, 40, 59, 61]",19,24.348174592248636,2.979404454791858,Evening,3.079469257824284,Immediate Revision Needed
463,57,58,1,11,3,3,1,History,"[86, 94, 85, 79, 99]",32,23.0,7.0,Morning,6.0,Immediate Revision Needed
310,99,24,0,13,4,4,6,English,"[48, 61, 52, 64, 87]",36,18.0,9.0,Afternoon,1.0,Immediate Revision Needed
198,75,43,4,4,8,3,6,History,"[44, 65, 88, 42, 46]",18,1.0726176434937515,0.909957934018571,Morning,4.043882856178872,Moderate Revision Needed
61,53,41,1,8,5,2,4,Programming,"[79, 75, 73, 68, 63]",36,10.0,6.0,Afternoon,8.0,Moderate Revision Needed
385,57,52,0,9,5,9,1,Math,"[97, 85, 91, 54, 85]",20,21.674309484851637,2.2609982406552342,Morning,8.900536267919367,Immediate Revision Needed
96,53,9,3,6,8,9,2,History,"[92, 40, 44, 66, 55]",9,12.234103020450975,12.722035622541208,Morning,4.71891583387775,Immediate Revision Needed
268,41,11,1,1,0,7,5,Programming,"[50, 57, 66, 94, 93]",23,1.688174686911473,3.141702793256232,Evening,5.27911658996659,Moderate Revision Needed
150,73,5,3,12,2,1,4,English,"[87, 94, 49, 57, 77]",30,11.067983928707582,8.020934611671898,Evening,7.065496615795418,Moderate Revision Needed
151,72,37,0,13,1,3,1,Programming,"[58, 75, 98, 52, 95]",30,17.574903446237684,11.822952068285062,Afternoon,4.978971372125817,Immediate Revision Needed
366,95,32,2,6,9,4,3,Programming,"[85, 58, 97, 99, 74]",22,1.5695775141133268,3.838089076130146,Evening,3.864750385776704,Moderate Revision Needed
169,40,33,0,0,6,1,6,Programming,"[58, 74, 43, 44, 40]",32,13.55230584579033,0.0569487049963422,Evening,8.005685939594718,Moderate Revision Needed
299,87,43,0,5,6,4,3,Math,"[85, 47, 68, 69, 95]",10,25.0,13.0,Afternoon,1.0,Immediate Revision Needed
190,69,28,4,8,9,1,3,History,"[58, 93, 54, 67, 63]",27,19.097793350852086,0.9313833404059024,Afternoon,2.013890688992813,Immediate Revision Needed
315,42,5,2,7,0,2,5,Science,"[57, 52, 55, 48, 51]",14,16.0,6.0,Morning,2.0,Immediate Revision Needed
311,98,32,1,12,2,6,6,Programming,"[57, 90, 51, 79, 56]",9,26.0,8.0,Morning,3.0,Immediate Revision Needed
362,42,28,2,13,3,6,3,English,"[94, 76, 90, 91, 43]",27,18.0,2.0,Afternoon,2.0,Immediate Revision Needed
480,81,25,4,11,1,9,5,Math,"[54, 96, 59, 48, 71]",5,2.0,5.0,Evening,8.0,Moderate Revision Needed
111,92,37,1,2,5,4,3,Programming,"[43, 72, 52, 59, 93]",36,22.0,9.0,Evening,2.0,Immediate Revision Needed
490,78,38,2,1,3,5,0,Programming,"[85, 78, 92, 70, 82]",29,1.153719670928468,3.941623271457404,Afternoon,4.150638450349371,Moderate Revision Needed
487,82,38,2,8,7,6,6,History,"[70, 92, 71, 41, 98]",23,29.0,9.0,Morning,9.0,Immediate Revision Needed
364,63,57,0,12,8,4,6,Math,"[97, 52, 91, 97, 71]",9,11.0,4.0,Evening,2.0,Immediate Revision Needed
255,91,39,2,7,5,1,5,Math,"[90, 93, 50, 69, 99]",34,15.0,5.0,Morning,9.0,Moderate Revision Needed
260,88,22,2,7,9,7,2,Math,"[44, 60, 49, 58, 64]",30,4.0,9.0,Morning,7.0,Moderate Revision Needed
303,99,23,3,11,5,9,1,Science,"[77, 63, 95, 62, 61]",35,20.86319569426219,11.158780510824442,Evening,3.992006898430183,Immediate Revision Needed
178,54,57,3,3,1,5,3,Programming,"[44, 81, 62, 56, 51]",30,5.13902324477511,0.9154730213676002,Afternoon,4.018488354682141,Moderate Revision Needed
495,74,55,1,11,8,2,6,English,"[92, 81, 46, 41, 81]",37,21.0,13.0,Afternoon,8.0,Immediate Revision Needed
171,65,14,0,0,3,9,1,Programming,"[81, 62, 64, 60, 97]",39,11.06566688207405,1.0852649584244949,Morning,1.1932807763969149,Immediate Revision Needed
378,87,21,2,7,6,6,0,Programming,"[92, 83, 65, 86, 73]",37,10.0,8.0,Afternoon,1.0,Immediate Revision Needed
27,41,10,0,4,7,2,4,Programming,"[56, 82, 82, 92, 55]",6,26.145041736087915,8.894143541377819,Afternoon,2.981232553991514,Immediate Revision Needed
346,88,35,2,12,2,3,5,English,"[92, 62, 91, 69, 72]",11,2.1214139212665253,4.256149526928124,Evening,4.947216622032473,Moderate Revision Needed
138,72,24,1,1,1,7,1,Programming,"[45, 87, 77, 56, 49]",13,25.0,11.0,Morning,5.0,Immediate Revision Needed
356,48,14,2,13,7,3,2,Programming,"[89, 77, 76, 84, 90]",29,1.0,4.0,Morning,4.0,Moderate Revision Needed
366,95,32,2,6,9,4,3,Programming,"[85, 58, 97, 99, 74]",22,1.0,4.0,Evening,4.0,Moderate Revision Needed
443,45,25,1,2,6,7,2,Math,"[87, 94, 50, 52, 98]",37,14.73212437835678,8.957172183171485,Evening,3.875369448150477,Moderate Revision Needed
250,80,46,3,2,0,6,0,Math,"[93, 77, 87, 66, 59]",34,17.205673383557638,13.044952184249912,Evening,5.938592248938427,Immediate Revision Needed
449,68,49,3,12,9,7,0,English,"[84, 95, 87, 86, 64]",11,28.597810677435117,9.070941293348152,Morning,7.068941330759055,Immediate Revision Needed
